review,rating
I lost my money with Freshmenu.com,1.5
"Super food... Easy to order... New menu everyday, best for the continental Italian likers! Am a regular now... And referred more than 10 people as well. P.s. they loved it too... Oh yes, dished are priced amazingly",5.0
"What a lovely concept! Gourmet food tiffin style! I tried this place for the first time today and honestly I was expecting a stark contrast from the yummy food photos on the menu, to be delivered at my doorstep. BUT to my surprise, I recieved and excellent meal. With a lovely selection of dishes, and great food pictures, I was lured into the online food ordering system:",4.0
"At the outset, let me say that the review will be different from normal restaurent reviews. This is a delivery only model, and how they service will be amajor factor.",2.0
"Well, my order took 1 hr 45 mins to reach me and the people attending the phone weren't clear or helpful either.",3.5
Ordering on weekends is quite a pain. I ordered myfood at 8.20pm last Friday and they turned up at 10.15 with no accountability on behalf of their cusotmer care and not even an apology.,3.0
"A fantastic idea. Just  a couple of dishes made everyday and presented beautifully.  The whole experience used to be perfect till a couple of months back. With so much of social media buzz looks like the team isnt able to handle the pressure. The food quality and taste has definitely gone down over the last month or so. The deliveries are usually delayed and then their aversion to picking up the calls. The rating of 3 is is an average for over the last 3-4 months since Im ordering. I would have given them a 4.5 in Jan, but if u consider only the last month the rating should have been a 2.",3.0
Internatiinal cusine with limited options and quality food. Presentation is good and the daily new menu makes us log in atleast once on the website and order fav food. Limited veg options but all those who wanna try international food can for sure try this and try taste buds and the ones who are already introduced to these cusines are gonna love it. My friends who eat non veg are in love with this place....need to try some more dishes to increase the rating :),3.5
I wish i could give negative marks..:(,1.0
"The food is always tasty and very convenient to order from the app and get the food delivered within 45mins. Simple concept , nice execution .",3.5
We decided to order lunch from freshmenu.com in office one day. We more or less ordered almost all items on their menu that day except the dessert.,4.0
"After few good experiences with FreshMenu, I decided to order my dinner on the night of 14 th April. Order was placed at 9.18 pm and by their delivery standards, it should arrive by 10 pm. But, the order never came. I tried calling them, but the call went unanswered  3-4 times that I tried. The IVR says that they would call back, but that call never came. Seriously, I relied on these people for my dinner and they never turned up only. They don't have even courtesy of calling and informing. Pathetic. Congrats FreshMenu, you lost one customer. I don't know, how many times I will have to follow-up to get the balance money back.  Be careful guys..",1.0
"It was a horrible experience for us. We ordered Honey mustard grilled cottage cheese and mushroom sandwich which tasted weird, we were just able to eat the potato wedges which came as a side with it. We also ordered Pickled Cottage Cheese Cigars which was tasteless, could just eat one of it. Crispy Vegetable Pockets was much better but could not eat it all. Finally, there was Khow Suey Noodle Bowl; I no longer want to eat noodles ;)",1.0
First off...The reason I have leniently rated 3.0 is due to my previous experience with freshmenu.com; not the latest one.,3.0
Ordered through app April 4th. Good food but poor customer service.,3.0
"2015-02-29 - Ordered Pickled Cottage Cheese Sandwich, Honey Chicken with Bell Peppers, Hunan Grilled Fish, White and Dark Chocolate Mousse. The Sandwich was rather disappointing, the rest were good as usual. Didn't like the kind of bread used in the sandwich.",4.0
"A real case of overhyped pricy food. I dont mind paying 250 Rs a meal but then that should be worth it. Im also ok with the quantity being a little less than what you expect. What Im not ok with is that they do not live up to the authenticity of what ever dish you order. There is absolutely no consistency in the food that they serve. We must have ordered at least 4-5 times with them. Except for the 1st time neither was the food good, authentic or fresh nor was it ever delivered before 1:15 hrs. They never pick up their phone once you order. How many second chances do we give.",1.0
I ordered a veg and non-veg dishes - the names I forgot :),4.0
excellent continental dishes...,5.0
"The BEST fine dining experience ever in the comfort of your home/office at your fingertips. Tried fresh menu 2 weeks ago and fell in love. They haven't disappointed once. Great hygenic fresh food, delivered neatly packed. Amazing flavors, great quantity and the prices are unbelievable. Please dont change Fresh Menu!",5.0
"You'll be lucky if your food arrives. And even if it does arrive, hopefully it'll be what you ordered.",1.0
"Pros: Good food, albeit sometimes its under-seasoned and sometimes over. Guys, Cesar salad doesn't come with mayo soup !!",1.0
"Ordered from Freshmenu for a few days continously.  Today again ordered the food and for  2 1/2 hours no food,  only promise of food being delivered.  Finally I get my money back and no food,  after close to 3 hours.",1.0
"After reading so many recommendations got chance to try Fresh Menu. Great food , excellent pancaking,fresh ingredients and fastest delivery .",5.0
"The food was delivered on time before ""45min"" and was hot and looked mouth watering. I was amazed  after eating it..It was taster than what i expected...",5.0
Our Sunday lunch is ruined and this probably is the first review I am writing with sheer frustration.,1.0
Ordered Honey chicken with bell peppers from their website.,4.5
"Ordered Food from FreshMenu yesterday, Placed the order on their website for the following",2.5
Great Food. Reasonable prices. The food is very well packed and delivered on time. I have tried their ravioli and its yum. Their salads are fresh and really tasty.,4.5
"Simply Outstanding. Can't get enough of it. Enjoying it, superb food, lovely packaging, piping hot , value for money",5.0
"I was not disappointed after my first order at FreshMenu yesterday. They delivered pretty much as promised. The food was tasty and also appealing to the eye. The daily change in the menu is an interesting concept and also helps them to keep their operational worries to the minimum because the everyday menu is limited and they only need to take care of the 6-7 items on offer for the day. I would say its a smart strategy which works both for the customer and the organisation. A few suggestions - Marking for veg/non veg has to be very clear. Could be denoted by green/red dot. Some of the salads and desserts are not very clear in these terms. Eg,""Summer Cooler Salad"" doesn't mention whether it is veg or non veg. Similarly ""Mocha Walnut Mousse"" could have eggs but one would not know. I hope they can take care of these simple things.",4.0
"Working in busy jobs and no time to step out too for a good meal is what everybody's plight is today in our fast paced lives right? To try and make it easy for us, some new age companies today deliver food at our door step ensuring we eat healthy and right! One such awesome company is Fresh menu.com which offers various varieties of yummy food including a dessert option as well everyday,amazing isn't it?",3.5
I was very happy with food what I order and value for money was their thank you for sarjpur fresh menu  giving  a good quality of food and I will like to recommended  other about your good job,5.0
Pathetic service.. they are neck deep in arrogance.. Wonder how so many ppl rated it high.. food must be gud i guess... cant say for sure cos in my case the food never arrived..rest assure that the end is very near !!,1.0
Amazing non veg food .,5.0
Ordered lunch from freshmenu.com on a lazy Sunday afternoon..ordered the honey chicken with bell peppers and the hunan grilled fish along with grilled chicken with cheese and spinach .,4.5
Freshmenu has been on my list from long time. Heard very positive reviews about this from the last 2 months. Finally I have tried them yesterday night.,3.0
"Excellent food , I ordered it on trial basis just to see how good they are and I would say I was pleasantly surprised . The food arrived within 20 minutes of ordering and it was packed beautifully . Everything tastes great , the green salad was scrumptious and so was the sandwich . The quantity of food, taste , presentation everything was great ... The price is also decent... So have downloaded the app now and am sure will order at least once  a week now",4.5
This is the second time I ordered from freshmenu. I would say they impressed me each time. Great food. Absolutely punctual. Best home delivery food in Sarjapur Road. Keep it going guys.,4.5
"Ordered from Freshmenu after seeing the social media buzz on the so many foodie clubs on facebook. they definetely live up to their ""Packaging"" and fresness of the food. They score 5/5 on packaging and 4/5 on freshness. What they seem to have forgotten is Food is also about ""taste"" ""quantity"" and value for money. Its like we are paying 100 Rs for the food and 150 for their packaging",2.5
"I am sold to this place! Was refraining from ordering for quite some time since the minimum ordering amount was Rs. 400 (that restriction seems to be removed now) and because some of the reviews mentioned small portions and that seemed a little unfair for the prices. But last week I finally ordered and both notions have been disproved and in fact, I have been delighted beyond my highest expectations.",4.0
"Great continental (primarily) food at an amazing price! Though please keep in mind that this food is not for someone who is looking for spice. The delivery is prompt (lesser than 45 min always). Also, while i dont know how for how much longer it will be valid, but to get a free salad use code: FREESALAD",5.0
"Lets begin with the food, the quality, preparation and the overall packaging is excellent. Yes, the quantity is a bit less and it is a bit expensive, but overall it is worth it. The salads in particular are awesome and the call centre folks are very courteous, I would have like to rate it 4.5 stars if it was not for the below average delivery quality.",2.5
"Wonderful food, timely delivery and refreshing menu :) Keep up the good work!",4.5
"Food taste is good. I tried curry pasta, thai fish curry and balsamic grilled chicken. All the three dishes tasted good but according to me the quantity is very very less. And I felt that the dishes were not fresh as the name suggests. Because some parts of the chicken were cold from inside. If it was fresh the chicken would have been more soft.  I felt frozen food was reheated and served. Taste was good though. The delivery was on time. People were courteous on the phone....",3.0
Love Phad Thai Noodles and Cottage Cheese & Vegetables Dumplings.... :) Right on time delivery with awesome package and message on top.... :),5.0
"We ordered teriyaki chicken with noodles, a small crepe dish, shiok kabab sandwich and the coconut mousse.",5.0
The food was Real Fresh and tastes good --On Time--Delivery Person was well mannered,4.5
Very Poor quality of service. Ordered twice from here but they juz don't deliver food on time neither they inform...at the end of day you are not sure if your food is reaching you or not  -- you have to keep calling them to check where your order is and even then they will not confirm.Very disappointed.,1.0
Lovely quality meals! On time delivery! I & my friends have been ordering from them almost everyday... both at office & home. Great service! Keep it up guys :),5.0
"Had heard a lot about FreshMenu. Finally decided to try it out today for lunch. Placing the order was a breeze on their website. The order came way before time. Packaging was brilliant. No spills and leaks. Food was hot & seemed really fresh. The delivery guy was also friendly and well groomed. Ordered a Balsamic Grilled Chicken (with salad & pasta), a Thai Fish Green Curry (with cottage cheese & rice) and Harissa chicken skewers. The actual food looked as good as it did on the website. Portions were good and the meal was filling enough for two people. All the dishes were yummy and the freshness of the ingredients actually shone through. Have become a fan now and would recommend it to everyone in the delivery areas. It just struck me that this can be an excellent and economical option for parties as well.",4.5
"Ordered from them while at work, its a good deal in a box. The quantity is good for 1. The food is very tasty, they change their menu everyday. I have tried their Spaghetti Bolognese, Chicken Sandwich, Pasta ,  Lemon Coriander Chicken and Chicken wings. While all of them were good I think their Chicken wings was the best.",4.0
"I ordered for a main & a salad and it was way above expectation for a food delivery service. The food was piping hot, very very aesthetically packed and looked so hygienic. The food tastes simply amazing and fresh - just the way one would prepare at home. It contains no preservatives and highly recommended for kids as well - low on spice as well.",4.5
"I had heard a lot about freshmenu and was planning to order for a while now. Finally placed an order for dinner tonight spinach, feta and cottage cheese triangles and a pasta salad with broccoli and peas and balsamic dressing (at least that's what the website says).",2.5
You guys had started awesomely but these days your Menu & cooking quality is not going as per your initial set standard.Seems like you are losing out the score & creating menus in a short cut manner.Most of the Menu items are over priced & quantity is quite less.Earlier a good packaging was done.Now one can see cost cutting implied in that also. Quite disappointed.,2.0
"I had order 3 items. After 40 mins someone called to give me broken story, couldn't understand it, but it essentially meant that one of the items I ordered, is out of stock. They took a replacement dish, Which was 100 rupee expensive. The executive kept telling me like he is doing a great favor. After another 60 mins I got my order. But only 2 items and the main course for which the entire order was delayed was infact missing. after more than 100 mins, I landed with unusually cold food, without main course.",1.0
"It was good, definately fresh however was hardly warm while the box says piping hot.",3.5
"Freshmenu is almost a rage in foodie community and they are pretty good on the PR front as well so unless you are living under a rock you would have heard of it. Expectations were very high already with everyone raving about its punctuality, quality of food packaging etc. They still don't deliver in my area so decided to pick it up from JP Nagar on a Saturday evening.The website is a little clunky to operate on a tablet (will reserve my judgement here).Ordered mustard crusted chicken with spaghetti , a chicken shezuan sandwich , fried squid rings dusted with paprika ,  crispy fried rice balls and the dessert of the day. The packaging as also mentioned umpteen times is indeed great .The boxes feel sturdy and it can be carried easily without the fear of any spillage.",3.5
"Tried calling on three separate occasions, no one picks up the call. Strange considering the good reviews. Hope some day I will be able to write review on their food/service.",1.0
"The most pathetic food delivery service, who thinks after getting some good reviews they are king of bengaluru food chain.",2.5
"The food is tasty, hygenic and fresh. The delivery time is also not bad. Ordered twice and the food reached us within an hour. The food is packed in neat containers. However, the",4.0
They take orders but doeant deliver it. I had to stay hungary as they kept sending email that the delivery will happen but after it did happen and by then the other restaurant also got shut... Pathetic services,1.0
It has been a hectic week for me both professionally and personally.,4.5
I tried freshmenu for the first time last week. The delivery was very prompt within half an hour of order time and without any disturbances for asking directions. The packaging was top-notch. Food visually looked very close to the pictures on the site.  The main course was tasty and of sufficient quantity. The potato sides were oily and salty. Gave the feedback. Complimentary walnut mousse was a plus :) Overall would recommend and order again.,4.0
"To be very honest,I am mighty impressed by their menu..and the fact that they have it changing on a daily basis..thats just great!",3.5
"The food was one of the best that we have had delivered at home. Whitefield always suffered from lack of good places that delivered. This definitely solves that problem... The food was fantastic, it was delivered to us hot and in the time as promised. Loved the experience. Definitely will be ordering many many times.",4.5
"I tried FreshMenu when they initially started off, and a few times after. They deliver their promise very well - Gourmet food at your door step. I had ordered the lemon grass and coriander fish with wasabi and Mexican Chicken with mashed potatoes. I also got dessert delivered. What more can I ask for during a work day! The order reached promptly at the time I had opted for, and the food was fresh and tasty. I am not a big fan of fish, but the basa with wasabi was so well cooked, and such a sumptuous meal, that I enjoyed every morsel of it!",4.0
"So, just had our meal . Must say the packaging was good and delivery prompt. But the gravy provided with our fried rice was stale and had a stink to it. Did not like the squid rings as much.",3.5
Ordered food online from their website... Waited for more than an hour.. Kept tryin for their number but was busy or not getting connected. Ordered for veg fried rice with mustard sauce. The quantity for the price is very less. The food was not hot. Taste of the food is good.,2.5
Ratings out of 10-,5.0
"Freshmenu's  advantage is that when one orders in,  one does not expect Chef special food, in well thought of and presented menus-  professional recipes, well packed dishes with lovely aromas. They come to you packed and well presented. It is definitely the bets choice for home delivery meal today! @Prestige Shantiniketan, whitefield",4.5
Food qualify was gud. But it was cold because of which it was not tasting as good as it can. Delivery time was around 30 mins as advertised.,3.5
"Horrible service. Had placed the order and paid online. Food did not get delivered.  And after calling up the customer care 7 times in 2 hours they informed us to wait for another 1 more hour. If they couldn't deliver the food, why did they accept the order and payment. Done with freshmenu. Pathetic service. Unprofessional attitude.",1.0
Quality of food is detiorating day by day. Last time I ordered chicken was not properly cooked. I still ordered again yesterday; placed order at 8:10pm and was waiting till 9:30pm and then started calling them. Their phone was either busy or not reachable. Finally spoke with someone at 9:45 pm who said my order has left kitchen and is on the way. Again at 10:15pm I got a call from them saying they cannot process my order. After two hours they realise they cannot process the order stating some issues with kitchen and delivery. Now at 10:15pm what do I do...freshmenu is done for me. Be careful before you order...u might need to go Hungry!!!,1.0
Food is tasty. But better make sure you have back up options to deal with your hunger till the time food arrives.,1.0
The quality of food is deteriorating day by day. They have worst service.  Once the order was not delivered.  Another time there was an insect in the food. Another time the order was charged full but 2 dishes not delivered.  And above all they are not located at the address specified and they don't pick up calls on the published phone number. I am done with fresh menu. I would not recommend it to anyone i care for.,1.0
"Absolutely gutted with the response, it's been more then 2 hours and there is no sign of food. Can't get worser with no food on Valentine's Day. It's been a 'wow' experience when it comes to food with Freshmenu and have been a great advocate but this is appalling. It's like e-com sale revisited, we aren't just prepared for handling high volume. Zero!!",1.0
"Their food is above standards.  No cribs about that.  However was disappointed badly by them after they accepted an order at 10:30 pm, driver calls and asks for directions, and then no response.  Try calling back at 11:15 to not be answered.  Post that someone claiming to be a senior manager calls back and apologizes that he can't deliver.  Felt like I got into an auto and then was asked to get off as the driver didn't want to travel. Good food is something that might get 10 new clients,but bad service is never accepted.",1.0
"Just ordered from fresh menu,  great concept, very reasonable pricing. I had requested d the food to be delivered at 7.30 and it was there exactly on time.  The chicken main and the salad and stater were awesome.  The veggie dish while very tasty could have done with less rice and more of the veggies... Will definitely order again!",4.5
"Good & hearty food, generous portion-sizes, prompt & gracious service and a promise for better things to come... is what Freshmenu.com is all about.",4.5
"My delightful experience with Freshmenu team started on a  lazy Saturday, when I neither wanted to go out to eat nor wanted to cook, but certainly had great appetite and craved for some good food. Thats when I remembered the pamphlet I had received one day along with my newspaper,. thought of trying it out. And believe you me...that was the start to an eternal blissful journey with yummy authentic good food..USP of Freshmenu is the authenticity of the dishes they offer each day and it varies every single day. What you see in the picture is exactly what you get on the plate when it is delivered. Their packing is so clean and hygienic. Food is always fresh. My family and friends have now become officially the regular customers of this place and we certainly will spread the good word, because good things deserve good publicity to become more successful. Its a new venture and I really hope and pray that they keep delighting their customers(of course, me!!!) always. Another thing to notice is the behaviour of the guys who pick up your call when you call them or even the delivery boys- they have perfected the art of customer service...Way to go guys Freshmenu!!!",5.0
"I've tried many vegetarian dishes FreshMenu serves and each of them have been great. Their selection of salads and desserts have also been up to the mark, although I'm yet to see a wider and more frequent selection of sandwiches. It would also be nice to see more cuisines apart from Italian and South Asian! Oh, and their mobile app can do better :)",4.5
Have ordered for Dinner on 08th Feb and the order was supposed to be delivered by 8.30. Till 9 no one turned up. After repeated promised that it will be delivered in another 5 min the order was not delivered by 9.30.,1.0
"Just when we were getting tired of ordering the same run of the mill stuff every weekend for home delivery, we came to know about Freshmenu.com. Amazing concept and good execution.",4.5
"It started off well, we loved it so much that we order regularly. But now their service and food taste is deteriorating. Today i.e. 7th Feb, we ordered Fusili Alfredo and a few other items, we ordered at 12.00pm and received at 1.00pm. Fusili Alfredo was very dry, it was just fusili and so little sauce that it was just like boiled fusili. This is really upsetting.",2.5
I placed my first order at Freshmenu and was hoping for the best!!,1.0
"These folks deliver what they say , dishes are exactly as you see them on their website. New menu every day , must say i'm a great fan.",5.0
A rating of 5 explains it all!!,5.0
Just awesome. No braking your head wondering what sides to order with what mains.. No saving leftovers.   Serving size is perfect for one!,4.5
Amazing food .....  they have never disappointed us . All their dishes are a perfect meal and would also like to give a big thums up to their Management for ensuring that the quality of the food is maintained from the beginning. A customer delight for sure. Have already recommended to a lot of my friends....,4.5
Freshmenu is an excellent idea for people who like variety in their food . The food tastes great and the packaging is very neat and attractive . The food is just enough for one person to fulfill their appetite and,4.5
Their website is crap. Their app is worse.,4.5
The taste is good but generally their food is quite cold when delivered (that too when they are hardly 1-2 kms away from my place). Therefore it doesn't taste as it should.,2.5
Have ordered five times already (!) and had the following main course:,5.0
"I faced horrible customer service @ Freshmenu. I have ordered twice before, food was delivered on time and it was good. Today even after 1.5 hours my order was still not here. When I call them the reason given was that I had given incorrect address. Both delivery boy and duty manager claim the same. However without asking me for correct address they deliver to my home. I am not interested in bashing them for no reason. But I expect respect and truth. did not expect this level from a startup.",1.0
"Food at its best. You don't have to reserve a table at an overly expensive retaurant or dine in to have great food anymore. FreshMenu has become a daily affair for me. Its like an international chef dedicated to make you something new everyday. Mains at Rs. 250, salads at Rs. 100, desserts at Rs. 50 (you gotta be kidding me). My friends were like ""Damn son, where'd ya find that"". I know right, I'm sure you're friends will the put the same face in front of you. So relax, rock your easy chair and call for some fresh food from FreshMenu and I'm sure they will have it delivered to you by the time you finish reading the reviews of theirs.",5.0
Food is Awsomeee...loved it. I liked the concept of changes in menu everyday.  The idea of menu changing everyday makes you look up the website often to check the new dishes.All in all a good concept and good food.delivered on time so that its hot....price is also very resionable....,5.0
"I heard how tasty the Freshmenu food is, I even got a glimpse of how it looks like, but I never got to taste it until yesterday. I ordered chicken stuffed with cheese and spinach, a fruit salad and two different mousse desserts. The chicken was my absolute favorite! It simply tasted like in a gourmet restaurant in Europe, a feeling I totally missed while in India. The balance of flavors was spot on! Nothing was in excess, just the best mix for an exceptional taste! It exceeded my expectations, which were already high after all the great feedback I got to hear from my friends who tried Freshmenu before. The mousse desserts were also above what you usually get in Indian restaurants. Again, a balanced flavor, not excessively sweet, and a lovely pinch of fresh nuts, raisins, coconut, fruits etc. depending on the flavor you choose. I went for a banana + nuts/raisins I think and a light strawberry + coconut, if I am not wrong (I do not recall their exact name from the menu). The fruit salad was alright (I think all fruit salads are more or less just cut fruits, so slightly difficult to compare this one). Overall, I finished my plate in under 10 minutes, haha, enjoyed my dinner tremendously and based on my last-night chicken experience I already target today's ravioli stuffed with spinach and cheese. If it tastes just as delicious as the chicken I might soon disemploy my home-cook or send her to train at Freshmenu. :))",5.0
Love this concept of home delivered food with every day changing menu. I have tried it twice and have truly liked everything it ate.,5.0
"The quirkiness of the idea of an ever changing menu got me intrigued. Only delivery too. While we had many restaurants providing food with home delivery, this concept is literally fresh and new. We ordered a balsamic chicken with a creamy sauce, chicken in pepper sauce and a Caesars salad.  Loved the service from the follow up call to the boys who delivered - very friendly. The food was hot unlike other restaurants (which serves in plastic containers) and coming in various temperatures, packed in compartmentalised containers with quirky delightful packaging. The food was delicately flavoured with the right amount of ingredients  and done just right! The salad tasted just as good as anywhere we have had. The food was without a doubt delectable! The portion size was also correct and the pricing is just right! On the whole it was great experience (when I least expected it!). The only negative is I check the menu everyday now for the new items!",5.0
"Have ordered twice from this place. Food is amazing !!! Its fresh, perfectly balanced flavor and delivered hot. FreshMenu makes continental dishes affordable without compromising the taste and quality. Moroccan stuffed chicken with herb rice was absolutely worth every penny, it was delicious and very light on stomach. I am not a dessert person, but banana and raisin mousse changed my mood to instant happiness, it melted in my mouth and it was not so sweet just the perfect amount of sweet for not so dessert fan. The idea of menu changing everyday makes you look up the website often to check the new dishes.All in all a good concept and good food.",4.0
"Good food....delivered on time so that its hot....price on the first look seems high, but the food is worth it. My only request to the folks running this place....as you grow; don't compromise on the quality and taste. It is your best selling point.",4.5
"we ordered a chicken steak,coriander and lime chicken , blue berry mouse... i must say that it was good . the packaging was pretty decent  and the food was fresh and warm.. they delivered it within 15 mnts",5.0
"Best food through home delivery ever! Value for money for the standards they maintain on hygiene, packaging, delivery, taste and the uniqueness of the dishes they deliver. It would put good restaurants to shame.",4.5
"Why do I love this place? Is the concept? Is it the food itself? Is it their website ? Or is it their customer service? I think all of the above. Freshmenu comes as a breath of fresh air in the home delivery scene with them coming up with a new menu everyday. Pretty self explanatory. They have main course(veg and non veg), salads(veg and non veg) and a few desserts. I love the idea of not looking at a long list and being equally confused everyday and instead have a choice of a few good dishes to pick from. We ordered an oriental salad, a mustard grilled chicken and vegetables in black bean sauce with noodles. The food is delivered quick and hot and the packing is a delight. The chicken was served with a portion of rice and salad and was perfectly done in this lovely sauce. I couldn't taste a lot of mustard in it but I am not complaining as long as it is yum. The noodles were a perfect accompaniment for the vegetable in black bean sauce. Both the dishes were mildly seasoned and a welcome relief from the more saucy version elsewhere. The salad however, was a let down and tasted funny. But on mentioning this to the establishment they were gracious enough to send us a new salad and a chocolate mousse cake complimentary! The salad was a chicken and white peas salad which is light yet filling and leaves you with zero guilt. I have been checking their website almost everyday and they have some very dishes like Cajun spiced fish, Waldorf salad, cannelloni verdure( which is a pasta filled with cottage cheese and veggies) and cinnamon braised chicken. All in all FreshMenu is delightful in its variety , very reasonably priced and definitely on your to check list next time you are hungry!",4.0
Fabulous food.....  Great taste....  And the bestest part it's delivered hot....  When I saw steam coming out of the box....  My day was  made.... The packaging is Convenient even on the go......,5.0
"Tried a meal from Freshmenu.com food delivery and turned out to be a great experience. Packing was neat, food inside the container looked mouth watering  and tasted delicious. Some of my colleagues had a taste of the deliciousness and they loved it too. No more boring same old menu!!! With FreshMenu, i can try new cuisine everyday : ) I am sure of ordering more. Thank you :)",4.0
"Pleasantly surprised... gourmet meal, quality package, variety of distinct menu to choose from and spot on home delivery but less portions. Quite pricey for the small-scale portions of the main course, but would like to try different dishes in the menu. Definitely would recommend to try it!",4.0
"They have got a really nice concept and is worth trying once, at least. They have a ‘fresh menu’ every other day and it was one of those days when I wanted to have something different. I ordered ‘Mongolian Tofu and Fried Rice’. I ordered online and the order was delivered within 40-45 minutes. The taste is superb and it gives you the luxury of trying something different (when you are in no mood to have anything from your traditional list of choices). Food is nicely cooked and served hot too (thanks to the quick delivery). The pricing is, considering the quantity offered, on a higher side. A couple would need to order at least 3 items from the list for a decent dinner/lunch meal. Hence, I would shy away from qualifying it as a full meal.",3.5
"A foodie friend of mine suggested this delivery option when I was on the verge of being tired of the quality of food home delivered by normal restaurant chains and I am glad he did. Freshmenu specializes in delivery of gourmet food so they got a chance to concentrate totally on that aspect so as to make it a pleasant experience to have food from containers at home instead of a fancy restaurant. They made sure the packaging dint compromise on the quality too and it made it possible for the smell of the food to stay contained till we open the box ourselves. When I opened my box which had Lemongrass and Coriander fish with wasabi, all my senses kick started to take in the delicate lemongrass aroma which the dish managed to contain. The dish itself looked pleasing and a pleasant change from the usual home delivered food I get. Since it was fish, it won me over but honestly, it was cooked to perfection and it was quite warm and dint get cold as we usually expect. The wasabi tasted really good with the rice and fish but I would have preferred smaller size of the cut vegetables. Well, all is forgiven when the taste is amazing. I thought that it would be less filling when I saw the contents in the box but by the time I finished my meal, I was very full and I still had a complimentary chocolate mousse waiting to be had. Although I always have a separate place in my stomach for desserts :D The mousse was very light in texture and it was a bit mild in taste but the cocoa garnish seemed a bit bitter and spoiled the taste. It could have been better but it might be one time thing too. Anyways, this deal for 250 bucks is quite reasonable considering the quality of the food they deliver and I am quite happy that I tried it out and I plan to order in again. :)",4.0
"This is just amazing, order food for just 250 bucks n evvvry damn day d menu changes so i tink v can make a living with their food ✌️ pretty reasonable! Want this to get famous so dat evrybdy is at peace with food ????",5.0
"Ordered Chicken caesar salad, chilly basa with haka noodles and chocolate mousse for lunch today. The delivery was on time and the food was hot when it arrived.",4.0
"Ordered on a lazy winter afternoon ...I liked the presentation of the food, it ws very well  packed and the food was great in taste ..but it could have been better if they deliver hot food ..as we received food that was not hot and it seems that they have premade food in the morning and delivering it later ..would like to order again if we get our food hot and fresh ...",3.0
"I was going through 'just delivery' collection of zomato. I found this place which do not have a fixed menu, it changes every day. Quite distinct ! You can order food on freshmenu.com . They have 4-5 dishes every day like burger, pasta, noodles. We ordered veg burger & smoothie, penne with olives and peppers in tomato sauce and mango colada. Veg patty was filling and pasta was superb. Our ordered came in well packed boxes with some fruit salad( please give fresh fruit next time). Food was moderately hot but on time. You will be amazed by the kind of arrangement of parcel in delivery boy's bag. Mango colada, highly not recommended, it tastes like a sweet powdery shake. We got free chocolate mousse as there was a offer if your order exceeds 300, you get a free dessert. The food was bit expensive but will definitely order next time for something new on menu !!",3.5
"I have tried many dishes from here . I just loved the Thai red curry and rice . I have also tried Tex -Mex Chicken, Chicken steak :) .",5.0
"Amazing food... Just can't resist... D options are amazing n change everyday. We have tried their salad,main course and dessert and all of it has been yummm so far...Their service is prompt. Worth the money.",5.0
Awesome food....loved d presentation.,5.0
The food is great and the delivery is prompt. The concept of different dishes for different days is quite new and I liked it!,4.5
"Wow... returned a tad exhausted after an extended new year trip and wated some GOOD food with the comfort of an order-in... And after a quick search in Zomato,decided to go for FreshMenu.com. And,did they deliver? Oh boy!!! So so good... lipsmacking and left wanting more!",5.0
Love this concept of home delivered food with every day changing menu. I have tried it twice and have truly liked everything it ate.,4.0
Its a delivery only restaurant and the food is delivered in a good eat in container.,4.0
"Gourmet food at home? Yes its possible now, that too without compromising on taste. Its a must try for people living around HSR & Sarjapur road.",3.0
FINALLY! Gourmet continental meals home delivered.,5.0
"Our entire family loves FreshMenu.  We order almost daily now and every single day, the food is amazing!  My kids love the continental dishes, my wife and I love the oriental ones - and now the salads.",5.0
"I am editing this review based on tonights experience. I ordered two kids meals, one grilled chicken and a salad on Sunday evening.",1.0
"Excellent food and service! Must try! We ordered a fettuccine pasta and another entree. Food arrived on time, nicely packed and moderately hot. Taste was authentic, quality was good. All In all, highly recommended.",4.5
"Hi,",4.0
Ordered Home delivery yesterday,1.0
I tried the food couple of times and guess what...I was blown away with the taste and the quality of the food.,5.0
"In this new age of the internet, the consumer can buy almost everything under the sun while sitting in the comfort of his/her home, with just the click of a button. Books, clothes, mobile phones, laptops and now recently, thanks to snapdeal.com, even vehicles!",5.0
"few days back for our lunch, I had ordered spaghetti in veg and  mexican in non-veg for our group of 4 members...food decoration was spectacular...per order was a complete package with starter(garlic bread), main course (spaghetti, chicken etc.) followed by the desert (butter cookies)...it was a full-fledged meal and because of over-stuffing, we all had to sacrifice our daily evening snacks :)...per plate cost rs.250 with no discrimination b/w veg & non-veg (a rather unusual sight :D )...it was a complete paisa vasool...",4.5
"I ordered the Calamari and Prawn in Plum Sauce. While the calamari was overcooked, the prawn was somewhat juicy. The noodles were yum. What I really liked was that the seafood was not batter-fried and the meal was non-greasy. It was great value for money. The portion size was perfect.",3.5
"Whenever I get bored of my office food, one option comes to my mind n dats Freshmenu! Good food, timely delivery, courteous delivery person and a complementary dessert(sometimes)!!! What else you need when you are craving for something different to eat!",4.5
Amazing packing! Delicious food.,4.0
Thanks to FreshMenu for such fresh idea :),4.5
"Perfect!! For those who wants to try these Continental dishes from home espc., in & around Sarjapur Road where no body else occupied this kind of segment in food for home delivery alone.",4.5
The food was great. Fish was perfectly done. Fried rice was good. Delivery was quick. Packaging was perfect. It is difficult to get such gourmet food at this price. I would order again.,4.5
